IDBox;Plant;Zone;Plan;UniqueQuadrat;UniqueGeno;n
539;ESP-163-2009-01_H3_E_D3;NA;interpop;E;Espagne_H3;7
540;ESP-163-2009-01_H3_E_D3;NA;interpop;E;Espagne_H3;5
541;L1119_Na545_H50_E_D4;NA;interpop;E;Narbonne_H50;8
542;L1119_Na545_H50_E_D4;NA;interpop;E;Narbonne_H50;8
543;L1119_Na545_H50_E_D4;NA;interpop;E;Narbonne_H50;8
544;L1119_Na545_H50_E_D4;NA;interpop;E;Narbonne_H50;8
545;L1119_Na545_H50_E_D4;NA;interpop;E;Narbonne_H50;8
546;L1119_Na545_H50_E_D4;NA;interpop;E;Narbonne_H50;8
547;L1119_Na545_H50_E_D4;NA;interpop;E;Narbonne_H50;7
548;L1119_Na545_H50_E_D4;NA;interpop;E;Narbonne_H50;7
549;L1119_Na545_H50_E_D4;NA;interpop;E;Narbonne_H50;7
550;L1119_Na545_H50_E_D4;NA;interpop;E;Narbonne_H50;7
551;L1119_Na545_H50_E_D4;NA;interpop;E;Narbonne_H50;6
552;L1119_Na545_H50_E_D4;NA;interpop;E;Narbonne_H50;8
553;L1119_Na545_H50_E_D4;NA;interpop;E;Narbonne_H50;8
554;L1119_Na545_H50_E_D4;NA;interpop;E;Narbonne_H50;7
555;L1119_Na545_H50_E_D4;NA;interpop;E;Narbonne_H50;7
556;L1119_Na545_H50_E_D4;NA;interpop;E;Narbonne_H50;6
557;L1119_Na545_H50_E_D4;NA;interpop;E;Narbonne_H50;8
558;L1119_Na545_H50_E_D4;NA;interpop;E;Narbonne_H50;8
559;L1119_Na545_H50_E_D4;NA;interpop;E;Narbonne_H50;7
560;L1119_Na545_H50_E_D4;NA;interpop;E;Narbonne_H50;7
561;L1119_Na545_H50_E_D4;NA;interpop;E;Narbonne_H50;7
562;L1119_Na545_H50_E_D4;NA;interpop;E;Narbonne_H50;7
563;L1105_Na21_H2_E_E1;NA;interpop;E;Narbonne_H2;7
564;L1105_Na21_H2_E_E1;NA;interpop;E;Narbonne_H2;7
565;L1090_Na136_H1_E_E2;NA;interpop;E;Narbonne_H1;8
566;L1090_Na136_H1_E_E2;NA;interpop;E;Narbonne_H1;8
567;L1090_Na136_H1_E_E2;NA;interpop;E;Narbonne_H1;8
568;L1090_Na136_H1_E_E2;NA;interpop;E;Narbonne_H1;8
569;L1090_Na136_H1_E_E2;NA;interpop;E;Narbonne_H1;4
570;L1090_Na136_H1_E_E2;NA;interpop;E;Narbonne_H1;6
571;L1096b_Na156_H4_E_E4;NA;interpop;E;Narbonne_H4;6
572;L1096b_Na156_H4_E_E4;NA;interpop;E;Narbonne_H4;7
573;L1096b_Na156_H4_E_E4;NA;interpop;E;Narbonne_H4;7
574;L1096b_Na156_H4_E_E4;NA;interpop;E;Narbonne_H4;2
575;F89-13-156-p2_H5_E_E6;NA;interpop;E;Corse_H5;6
576;L1096b_Na156_H4_E_EE1;NA;interpop;E;Narbonne_H4;5
577;L1096b_Na156_H4_E_EE1;NA;interpop;E;Narbonne_H4;4
578;Inconnu?_E_EE5;NA;interpop;E;NA;7
579;Inconnu?_E_EE5;NA;interpop;E;NA;7
580;Inconnu?_E_EE5;NA;interpop;E;NA;8
581;Inconnu?_E_EE5;NA;interpop;E;NA;8
582;Inconnu?_E_EE5;NA;interpop;E;NA;6
583;Inconnu?_E_EE5;NA;interpop;E;NA;6
584;L1110b_Na326_H5_E_F3;NA;interpop;E;Narbonne_H5;7
585;L1110b_Na326_H5_E_F3;NA;interpop;E;Narbonne_H5;7
586;L1110b_Na326_H5_E_F3;NA;interpop;E;Narbonne_H5;5
587;L1110b_Na326_H5_E_F3;NA;interpop;E;Narbonne_H5;3
588;F89-13-46-b2_H4_2013_I_A1;NA;interpop;I;Corse_H4;8
589;F89-13-46-b2_H4_2013_I_A1;NA;interpop;I;Corse_H4;8
590;F89-13-46-b2_H4_2013_I_A1;NA;interpop;I;Corse_H4;5
591;F89-13-156-p2_H5_I_A2;NA;interpop;I;Corse_H5;3
592;F89-13-156-p2_H5_I_A2;NA;interpop;I;Corse_H5;6
593;F89-13-156-p2_H5_I_A2;NA;interpop;I;Corse_H5;2
594;L1123_Na632_H8_I_A5;NA;interpop;I;Narbonne_H8;6
595;L1123_Na632_H8_I_A5;NA;interpop;I;Narbonne_H8;7
596;L1123_Na632_H8_I_A5;NA;interpop;I;Narbonne_H8;7
597;L1123_Na632_H8_I_A5;NA;interpop;I;Narbonne_H8;6
598;L1123_Na632_H8_I_A5;NA;interpop;I;Narbonne_H8;9
599;L1123_Na632_H8_I_A5;NA;interpop;I;Narbonne_H8;9
600;L1123_Na632_H8_I_A5;NA;interpop;I;Narbonne_H8;7
601;L1123_Na632_H8_I_A5;NA;interpop;I;Narbonne_H8;7
602;L1105_Na21_H2_I_A6;NA;interpop;I;Narbonne_H2;8
603;L1105_Na21_H2_I_A6;NA;interpop;I;Narbonne_H2;8
604;L1105_Na21_H2_I_A6;NA;interpop;I;Narbonne_H2;7
605;L1105_Na21_H2_I_A6;NA;interpop;I;Narbonne_H2;7
606;L1105_Na21_H2_I_A6;NA;interpop;I;Narbonne_H2;8
607;L1105_Na21_H2_I_A6;NA;interpop;I;Narbonne_H2;8
608;L1105_Na21_H2_I_A6;NA;interpop;I;Narbonne_H2;8
609;L1105_Na21_H2_I_A6;NA;interpop;I;Narbonne_H2;8
610;L1105_Na21_H2_I_A6;NA;interpop;I;Narbonne_H2;8
611;L1105_Na21_H2_I_A6;NA;interpop;I;Narbonne_H2;8
612;L1105_Na21_H2_I_A6;NA;interpop;I;Narbonne_H2;7
613;L1105_Na21_H2_I_A6;NA;interpop;I;Narbonne_H2;7
614;L1105_Na21_H2_I_A6;NA;interpop;I;Narbonne_H2;3
615;L1105_Na21_H2_I_A6;NA;interpop;I;Narbonne_H2;7
616;L1105_Na21_H2_I_A6;NA;interpop;I;Narbonne_H2;7
617;L1107_Na234_H2_I_AA5;NA;interpop;I;Narbonne_H2;6
618;F89-13-42-b2_H4_2013_I_B5;NA;interpop;I;Corse_H4;5
619;L1090_Na136_H1_I_C5;NA;interpop;I;Narbonne_H1;7
620;L1090_Na136_H1_I_C5;NA;interpop;I;Narbonne_H1;7
621;L1090_Na136_H1_I_C5;NA;interpop;I;Narbonne_H1;7
622;L1090_Na136_H1_I_C5;NA;interpop;I;Narbonne_H1;7
623;L1090_Na136_H1_I_C5;NA;interpop;I;Narbonne_H1;8
624;L1090_Na136_H1_I_C5;NA;interpop;I;Narbonne_H1;8
625;L1090_Na136_H1_I_C5;NA;interpop;I;Narbonne_H1;3
626;L1130_Na1028_H1_I_CC5;NA;interpop;I;Narbonne_H1;3
627;L1130_Na1028_H1_I_CC5bis;NA;interpop;I;Narbonne_H1;8
628;F89-13-101-r2_H1_I_D4;NA;interpop;I;Corse_H1;8
629;F89-13-101-r2_H1_I_D4;NA;interpop;I;Corse_H1;8
630;F89-13-101-r2_H1_I_D4;NA;interpop;I;Corse_H1;8
631;F89-13-101-r2_H1_I_D4;NA;interpop;I;Corse_H1;8
632;F89-13-156-p2_H5_I_E1;NA;interpop;I;Corse_H5;6
633;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;8
634;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;8
635;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;6
636;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
637;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
638;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;9
639;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;9
640;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
641;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
642;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
643;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
644;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
645;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
646;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
647;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
648;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
649;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
650;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
651;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
652;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
653;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
654;L1110b_Na326_H5_I_E5;NA;interpop;I;Narbonne_H5;5
655;L1110b_Na326_H5_I_E5;NA;interpop;I;Narbonne_H5;7
656;L1110b_Na326_H5_I_E5;NA;interpop;I;Narbonne_H5;7
657;F89-13-101-r2_H1_I_EE1;NA;interpop;I;Corse_H1;7
658;F89-13-101-r2_H1_I_EE1;NA;interpop;I;Corse_H1;7
659;F89-13-101-r2_H1_I_EE1;NA;interpop;I;Corse_H1;7
660;F89-13-101-r2_H1_I_EE1;NA;interpop;I;Corse_H1;7
661;F89-13-101-r2_H1_I_EE1;NA;interpop;I;Corse_H1;8
662;F89-13-101-r2_H1_I_EE1;NA;interpop;I;Corse_H1;8
663;F89-13-101-r2_H1_I_EE1;NA;interpop;I;Corse_H1;5
664;L1110b_Na326_H5_I_EE3;NA;interpop;I;Narbonne_H5;7
665;L1110b_Na326_H5_I_EE3;NA;interpop;I;Narbonne_H5;7
666;L1130_Na1028_H1_I_F5;NA;interpop;I;Narbonne_H1;7
667;L1130_Na1028_H1_I_F5;NA;interpop;I;Narbonne_H1;7
668;L1130_Na1028_H1_I_F5;NA;interpop;I;Narbonne_H1;8
669;L1130_Na1028_H1_I_F5;NA;interpop;I;Narbonne_H1;8
670;L1130_Na1028_H1_I_F5;NA;interpop;I;Narbonne_H1;8
671;L1130_Na1028_H1_I_F5;NA;interpop;I;Narbonne_H1;8
672;L1130_Na1028_H1_I_F5;NA;interpop;I;Narbonne_H1;7
673;L1130_Na1028_H1_I_F5;NA;interpop;I;Narbonne_H1;7
674;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;7
675;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;7
676;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;7
677;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;7
678;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;8
679;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;8
680;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;8
681;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;8
682;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;8
683;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;8
684;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;5
685;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;8
686;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;8
687;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;7
688;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;7
689;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;8
690;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;8
691;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;5
692;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;8
693;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;8
694;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;7
695;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;7
696;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;5
697;F89-13-42-b2_H4_2013_J_A5;NA;interpop;J;Corse_H4;5
698;F89-13-42-b2_H4_2013_J_A5;NA;interpop;J;Corse_H4;7
699;F89-13-42-b2_H4_2013_J_A5;NA;interpop;J;Corse_H4;7
700;F89-13-42-b2_H4_2013_J_A5;NA;interpop;J;Corse_H4;6
701;F89-13-42-b2_H4_2013_J_A5;NA;interpop;J;Corse_H4;6
702;F89-13-46-b2_H4_2013_J_A6;NA;interpop;J;Corse_H4;3
703;L1130_Na1028_H1_J_B4;NA;interpop;J;Narbonne_H1;6
704;L1130_Na1028_H1_J_B4;NA;interpop;J;Narbonne_H1;6
705;L1130_Na1028_H1_J_B4;NA;interpop;J;Narbonne_H1;3
706;L1130_Na1028_H1_J_B4;NA;interpop;J;Narbonne_H1;6
707;L1130_Na1028_H1_J_B4;NA;interpop;J;Narbonne_H1;8
708;L1130_Na1028_H1_J_B4;NA;interpop;J;Narbonne_H1;8
709;L1130_Na1028_H1_J_B4;NA;interpop;J;Narbonne_H1;6
710;L1130_Na1028_H1_J_B4;NA;interpop;J;Narbonne_H1;1
711;L1086_Na121_H4_J_CC5;NA;interpop;J;Narbonne_H4;7
712;L1086_Na121_H4_J_CC5;NA;interpop;J;Narbonne_H4;7
713;L1086_Na121_H4_J_CC5;NA;interpop;J;Narbonne_H4;7
714;L1086_Na121_H4_J_CC5;NA;interpop;J;Narbonne_H4;7
715;L1086_Na121_H4_J_CC5;NA;interpop;J;Narbonne_H4;8
716;L1086_Na121_H4_J_CC5;NA;interpop;J;Narbonne_H4;8
717;L1086_Na121_H4_J_CC5;NA;interpop;J;Narbonne_H4;6
718;L1086_Na121_H4_J_CC5;NA;interpop;J;Narbonne_H4;6
719;L1086_Na121_H4_J_CC5;NA;interpop;J;Narbonne_H4;1
720;F89-13-156-p2_H5_J_D1;NA;interpop;J;Corse_H5;8
721;F89-13-156-p2_H5_J_D1;NA;interpop;J;Corse_H5;8
722;F89-13-156-p2_H5_J_D1;NA;interpop;J;Corse_H5;6
723;F89-13-155-p2_H1_J_E6;NA;interpop;J;Corse_H1;8
724;F89-13-155-p2_H1_J_E6;NA;interpop;J;Corse_H1;8
725;F89-13-155-p2_H1_J_E6;NA;interpop;J;Corse_H1;6
726;F89-13-155-p2_H1_J_E6;NA;interpop;J;Corse_H1;6
727;F89-13-156-p2_H5_J_F2;NA;interpop;J;Corse_H5;6
728;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;7
729;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;7
730;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;8
731;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;8
732;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;6
733;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;4
734;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;7
735;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;7
736;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;5
737;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;6
738;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;6
739;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;5
740;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;4
741;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;3
742;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;4
743;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;5
744;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;7
745;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;7
746;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;4
747;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;8
748;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;8
749;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;8
750;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;8
751;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;6
752;Inconnu?_N_A34;NA;interpop;N;NA;6
753;Inconnu?_N_A34;NA;interpop;N;NA;4
754;Inconnu?_N_A34;NA;interpop;N;NA;6
755;Inconnu?_N_A5;NA;interpop;N;NA;3
756;Inconnu?_N_A6;NA;interpop;N;NA;5
757;Inconnu?_N_A6;NA;interpop;N;NA;4
758;Inconnu?_N_A6;NA;interpop;N;NA;2
759;L1110b_Na326_H5_N_AA5;NA;interpop;N;Narbonne_H5;7
760;L1110b_Na326_H5_N_AA5;NA;interpop;N;Narbonne_H5;7
761;L1110b_Na326_H5_N_AA5;NA;interpop;N;Narbonne_H5;5
762;L1110b_Na326_H5_N_AA5;NA;interpop;N;Narbonne_H5;4
763;F89-13-101-r2_H1_N_C1;NA;interpop;N;Corse_H1;4
764;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
765;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
766;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
767;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
768;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
769;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
770;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;6
771;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;8
772;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;8
773;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
774;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
775;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;8
776;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;8
777;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
778;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
779;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;6
780;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;5
781;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
782;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
783;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;5
784;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;6
785;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
786;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
787;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;4
788;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;8
789;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;8
790;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;6
791;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
792;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
793;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;4
794;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;3
795;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;5
796;F89-13-155-p2_H1_N_C6;NA;interpop;N;Corse_H1;5
797;F89-13-155-p2_H1_N_C6;NA;interpop;N;Corse_H1;4
798;F89-13-155-p2_H1_N_C6;NA;interpop;N;Corse_H1;5
799;F89-13-155-p2_H1_N_C6;NA;interpop;N;Corse_H1;6
800;F89-13-155-p2_H1_N_C6;NA;interpop;N;Corse_H1;3
801;F89-13-155-p2_H1_N_C6;NA;interpop;N;Corse_H1;2
802;L1110b_Na326_H5_N_CC1;NA;interpop;N;Narbonne_H5;5
803;L1110b_Na326_H5_N_CC1;NA;interpop;N;Narbonne_H5;6
804;L1110b_Na326_H5_N_CC1;NA;interpop;N;Narbonne_H5;1
805;L1110b_Na326_H5_N_CC1;NA;interpop;N;Narbonne_H5;1
806;L1125_Na657_H8_N_D1;NA;interpop;N;Narbonne_H8;5
807;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;7
808;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;7
809;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;7
810;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;7
811;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;7
812;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;7
813;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;7
814;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;7
815;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;6
816;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;6
