IDBox;Plant;Zone;Plan;UniqueQuadrat;UniqueGeno;n
1093;L1090_Na136_H1_P_C1;NA;interpop;P;Narbonne_H1;8
1094;L1090_Na136_H1_P_C1;NA;interpop;P;Narbonne_H1;8
1095;L1090_Na136_H1_P_C1;NA;interpop;P;Narbonne_H1;9
1096;L1090_Na136_H1_P_C1;NA;interpop;P;Narbonne_H1;9
1097;L1090_Na136_H1_P_C1;NA;interpop;P;Narbonne_H1;6
1098;L1105_Na21_H2_P_CC3;NA;interpop;P;Narbonne_H2;7
1099;L1105_Na21_H2_P_CC3;NA;interpop;P;Narbonne_H2;7
1100;L1105_Na21_H2_P_CC3;NA;interpop;P;Narbonne_H2;7
1101;L1105_Na21_H2_P_CC3;NA;interpop;P;Narbonne_H2;7
1102;L1105_Na21_H2_P_CC3;NA;interpop;P;Narbonne_H2;5
1103;L1105_Na21_H2_P_CC3;NA;interpop;P;Narbonne_H2;7
1104;L1105_Na21_H2_P_CC3;NA;interpop;P;Narbonne_H2;7
1105;L1105_Na21_H2_P_CC3;NA;interpop;P;Narbonne_H2;4
1106;L1105_Na21_H2_P_CC3;NA;interpop;P;Narbonne_H2;3
1107;L1105_Na21_H2_P_CC3;NA;interpop;P;Narbonne_H2;3
1108;F89-13-156-p2_H5_P_E2;NA;interpop;P;Corse_H5;8
1109;F89-13-156-p2_H5_P_E2;NA;interpop;P;Corse_H5;8
1110;F89-13-156-p2_H5_P_E2;NA;interpop;P;Corse_H5;5
1111;L1107_Na234_H2_P_E4;NA;interpop;P;Narbonne_H2;7
1112;L1107_Na234_H2_P_E4;NA;interpop;P;Narbonne_H2;7
1113;L1107_Na234_H2_P_E4;NA;interpop;P;Narbonne_H2;7
1114;L1107_Na234_H2_P_E4;NA;interpop;P;Narbonne_H2;7
1115;L1107_Na234_H2_P_E4;NA;interpop;P;Narbonne_H2;6
1116;L1107_Na234_H2_P_E4;NA;interpop;P;Narbonne_H2;6
1117;L1107_Na234_H2_P_E4;NA;interpop;P;Narbonne_H2;4
1118;L1107_Na234_H2_P_E4;NA;interpop;P;Narbonne_H2;7
1119;L1107_Na234_H2_P_E4;NA;interpop;P;Narbonne_H2;7
1120;L1107_Na234_H2_P_E4;NA;interpop;P;Narbonne_H2;6
1121;L1107_Na234_H2_P_E4;NA;interpop;P;Narbonne_H2;7
1122;L1107_Na234_H2_P_E4;NA;interpop;P;Narbonne_H2;7
1123;L1107_Na234_H2_P_E4;NA;interpop;P;Narbonne_H2;7
1124;L1107_Na234_H2_P_E4;NA;interpop;P;Narbonne_H2;7
1125;F89-13-155-p2_H1_P_EE1;NA;interpop;P;Corse_H1;5
1126;L1105_Na21_H2_I_A6;NA;interpop;I;Narbonne_H2;9
1127;L1105_Na21_H2_I_A6;NA;interpop;I;Narbonne_H2;9
1128;L1105_Na21_H2_I_A6;NA;interpop;I;Narbonne_H2;4
1129;L1105_Na21_H2_I_A6;NA;interpop;I;Narbonne_H2;6
1130;L1105_Na21_H2_I_A6;NA;interpop;I;Narbonne_H2;8
1131;L1105_Na21_H2_I_A6;NA;interpop;I;Narbonne_H2;8
1132;L1105_Na21_H2_I_A6;NA;interpop;I;Narbonne_H2;7
1133;L1105_Na21_H2_I_A6;NA;interpop;I;Narbonne_H2;7
1134;L1107_Na234_H2_I_AA5;NA;interpop;I;Narbonne_H2;5
1135;L1107_Na234_H2_I_AA5;NA;interpop;I;Narbonne_H2;4
1136;F89-13-156-p2_H5_I_B6;NA;interpop;I;Corse_H5;6
1137;L1090_Na136_H1_I_C5;NA;interpop;I;Narbonne_H1;8
1138;L1090_Na136_H1_I_C5;NA;interpop;I;Narbonne_H1;8
1139;L1090_Na136_H1_I_C5;NA;interpop;I;Narbonne_H1;5
1140;L1090_Na136_H1_I_C5;NA;interpop;I;Narbonne_H1;1
1141;L1130_Na1028_H1_I_CC5;NA;interpop;I;Narbonne_H1;6
1142;L1130_Na1028_H1_I_CC5bis;NA;interpop;I;Narbonne_H1;6
1143;L1130_Na1028_H1_I_CC5bis;NA;interpop;I;Narbonne_H1;6
1145;F89-13-101-r2_H1_I_D4;NA;interpop;I;Corse_H1;8
1146;F89-13-101-r2_H1_I_D4;NA;interpop;I;Corse_H1;8
1147;F89-13-156-p2_H5_I_E1;NA;interpop;I;Corse_H5;7
1148;F89-13-156-p2_H5_I_E1;NA;interpop;I;Corse_H5;7
1149;F89-13-156-p2_H5_I_E1;NA;interpop;I;Corse_H5;7
1150;F89-13-156-p2_H5_I_E1;NA;interpop;I;Corse_H5;7
1151;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
1152;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
1153;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;9
1154;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;9
1155;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
1156;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
1157;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
1158;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
1159;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;8
1160;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;8
1161;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
1162;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
1163;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;8
1164;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;8
1165;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
1166;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
1167;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
1168;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
1169;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
1170;F89-13-155-p2_H1_I_E3;NA;interpop;I;Corse_H1;7
1171;L1110b_Na326_H5_I_E5;NA;interpop;I;Narbonne_H5;5
1172;L1110b_Na326_H5_I_E5;NA;interpop;I;Narbonne_H5;7
1173;L1110b_Na326_H5_I_E5;NA;interpop;I;Narbonne_H5;7
1174;L1110b_Na326_H5_I_E5;NA;interpop;I;Narbonne_H5;6
1175;F89-13-101-r2_H1_I_EE1;NA;interpop;I;Corse_H1;8
1176;F89-13-101-r2_H1_I_EE1;NA;interpop;I;Corse_H1;8
1177;F89-13-101-r2_H1_I_EE1;NA;interpop;I;Corse_H1;6
1178;F89-13-101-r2_H1_I_EE1;NA;interpop;I;Corse_H1;6
1179;L1110b_Na326_H5_I_EE3;NA;interpop;I;Narbonne_H5;7
1180;L1110b_Na326_H5_I_EE3;NA;interpop;I;Narbonne_H5;7
1181;L1110b_Na326_H5_I_EE3;NA;interpop;I;Narbonne_H5;8
1182;L1110b_Na326_H5_I_EE3;NA;interpop;I;Narbonne_H5;8
1183;L1130_Na1028_H1_I_F5;NA;interpop;I;Narbonne_H1;8
1184;L1130_Na1028_H1_I_F5;NA;interpop;I;Narbonne_H1;8
1185;L1130_Na1028_H1_I_F5;NA;interpop;I;Narbonne_H1;8
1186;L1130_Na1028_H1_I_F5;NA;interpop;I;Narbonne_H1;8
1187;L1130_Na1028_H1_I_F5;NA;interpop;I;Narbonne_H1;7
1188;L1130_Na1028_H1_I_F5;NA;interpop;I;Narbonne_H1;7
1189;L1130_Na1028_H1_I_F5;NA;interpop;I;Narbonne_H1;5
1190;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;7
1191;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;7
1192;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;7
1193;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;7
1194;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;5
1195;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;8
1196;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;8
1197;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;6
1198;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;8
1199;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;8
1200;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;8
1201;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;8
1202;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;6
1203;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;8
1204;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;8
1205;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;7
1206;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;7
1207;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;8
1208;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;8
1209;F89-13-156-p2_H5_J_A1;NA;interpop;J;Corse_H5;4
1210;F89-13-42-b2_H4_2013_J_A5;NA;interpop;J;Corse_H4;5
1211;F89-13-42-b2_H4_2013_J_A5;NA;interpop;J;Corse_H4;2
1212;F89-13-42-b2_H4_2013_J_A5;NA;interpop;J;Corse_H4;4
1213;F89-13-42-b2_H4_2013_J_A5;NA;interpop;J;Corse_H4;6
1214;F89-13-42-b2_H4_2013_J_A5;NA;interpop;J;Corse_H4;7
1215;F89-13-42-b2_H4_2013_J_A5;NA;interpop;J;Corse_H4;7
1216;F89-13-46-b2_H4_2013_J_A6;NA;interpop;J;Corse_H4;6
1217;F89-13-46-b2_H4_2013_J_A6;NA;interpop;J;Corse_H4;3
1218;L1130_Na1028_H1_J_B4;NA;interpop;J;Narbonne_H1;8
1219;L1130_Na1028_H1_J_B4;NA;interpop;J;Narbonne_H1;8
1220;L1130_Na1028_H1_J_B4;NA;interpop;J;Narbonne_H1;6
1221;L1130_Na1028_H1_J_B4;NA;interpop;J;Narbonne_H1;7
1222;L1130_Na1028_H1_J_B4;NA;interpop;J;Narbonne_H1;7
1223;L1130_Na1028_H1_J_B4;NA;interpop;J;Narbonne_H1;8
1224;L1130_Na1028_H1_J_B4;NA;interpop;J;Narbonne_H1;8
1225;L1130_Na1028_H1_J_B4;NA;interpop;J;Narbonne_H1;5
1226;L1130_Na1028_H1_J_B4;NA;interpop;J;Narbonne_H1;3
1227;L1086_Na121_H4_J_CC5;NA;interpop;J;Narbonne_H4;6
1228;L1086_Na121_H4_J_CC5;NA;interpop;J;Narbonne_H4;9
1229;L1086_Na121_H4_J_CC5;NA;interpop;J;Narbonne_H4;9
1230;L1086_Na121_H4_J_CC5;NA;interpop;J;Narbonne_H4;7
1231;L1086_Na121_H4_J_CC5;NA;interpop;J;Narbonne_H4;7
1232;L1086_Na121_H4_J_CC5;NA;interpop;J;Narbonne_H4;7
1233;L1086_Na121_H4_J_CC5;NA;interpop;J;Narbonne_H4;7
1234;L1086_Na121_H4_J_CC5;NA;interpop;J;Narbonne_H4;7
1235;L1086_Na121_H4_J_CC5;NA;interpop;J;Narbonne_H4;7
1236;L1086_Na121_H4_J_CC5;NA;interpop;J;Narbonne_H4;6
1237;F89-13-156-p2_H5_J_D1;NA;interpop;J;Corse_H5;7
1238;F89-13-156-p2_H5_J_D1;NA;interpop;J;Corse_H5;7
1239;F89-13-156-p2_H5_J_D1;NA;interpop;J;Corse_H5;5
1240;F89-13-155-p2_H1_J_E6;NA;interpop;J;Corse_H1;6
1241;F89-13-155-p2_H1_J_E6;NA;interpop;J;Corse_H1;6
1242;F89-13-155-p2_H1_J_E6;NA;interpop;J;Corse_H1;3
1243;F89-13-156-p2_H5_J_F2;NA;interpop;J;Corse_H5;5
1244;F89-13-156-p2_H5_J_F2;NA;interpop;J;Corse_H5;5
1245;ESP-163-2009-10_H2_N_A0;NA;interpop;N;Espagne_H2;3
1246;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;8
1247;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;8
1248;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;6
1249;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;8
1250;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;8
1251;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;5
1252;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;8
1253;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;8
1254;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;8
1255;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;8
1256;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;6
1257;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;5
1258;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;4
1259;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;2
1260;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;4
1261;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;5
1262;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;7
1263;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;7
1264;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;3
1265;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;8
1266;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;8
1267;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;8
1268;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;8
1269;ESP-163-2009-10_H2_N_A1;NA;interpop;N;Espagne_H2;6
1270;Inconnu?_N_A34;NA;interpop;N;NA;6
1271;Inconnu?_N_A34;NA;interpop;N;NA;4
1272;Inconnu?_N_A34;NA;interpop;N;NA;7
1273;Inconnu?_N_A34;NA;interpop;N;NA;7
1274;Inconnu?_N_A34;NA;interpop;N;NA;5
1275;Inconnu?_N_A5;NA;interpop;N;NA;2
1276;Inconnu?_N_A6;NA;interpop;N;NA;5
1277;Inconnu?_N_A6;NA;interpop;N;NA;2
1278;L1110b_Na326_H5_N_AA5;NA;interpop;N;Narbonne_H5;7
1279;L1110b_Na326_H5_N_AA5;NA;interpop;N;Narbonne_H5;7
1280;L1110b_Na326_H5_N_AA5;NA;interpop;N;Narbonne_H5;3
1281;L1110b_Na326_H5_N_AA5;NA;interpop;N;Narbonne_H5;3
1282;F89-13-156-p2_H5_N_B6;NA;interpop;N;Corse_H5;7
1283;F89-13-156-p2_H5_N_B6;NA;interpop;N;Corse_H5;7
1284;F89-13-101-r2_H1_N_C1;NA;interpop;N;Corse_H1;4
1285;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
1286;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
1287;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
1288;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
1289;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;6
1290;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;8
1291;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;8
1292;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;8
1293;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;8
1294;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
1295;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
1296;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
1297;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
1298;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
1299;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
1300;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;6
1301;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;6
1302;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;6
1303;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
1304;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
1305;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
1306;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
1307;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
1308;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;7
1309;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;5
1310;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;5
1311;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;6
1312;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;3
1313;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;3
1314;L1130_Na1028_H1_N_C4;NA;interpop;N;Narbonne_H1;3
1315;F89-13-155-p2_H1_N_C6;NA;interpop;N;Corse_H1;2
1316;F89-13-155-p2_H1_N_C6;NA;interpop;N;Corse_H1;4
1317;F89-13-155-p2_H1_N_C6;NA;interpop;N;Corse_H1;5
1318;F89-13-155-p2_H1_N_C6;NA;interpop;N;Corse_H1;4
1319;F89-13-155-p2_H1_N_C6;NA;interpop;N;Corse_H1;5
1320;F89-13-155-p2_H1_N_C6;NA;interpop;N;Corse_H1;3
1321;L1110b_Na326_H5_N_CC1;NA;interpop;N;Narbonne_H5;5
1322;L1110b_Na326_H5_N_CC1;NA;interpop;N;Narbonne_H5;5
1323;L1110b_Na326_H5_N_CC1;NA;interpop;N;Narbonne_H5;5
1324;L1110b_Na326_H5_N_CC1;NA;interpop;N;Narbonne_H5;3
1325;L1125_Na657_H8_N_D1;NA;interpop;N;Narbonne_H8;5
1326;L1096b_Na156_H4_N_D6;NA;interpop;N;Narbonne_H4;5
1327;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;7
1328;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;7
1329;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;8
1330;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;8
1331;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;8
1332;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;8
1333;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;7
1334;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;7
1335;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;5
1336;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;7
1337;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;7
1338;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;6
1339;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;3
1340;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;7
1341;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;7
1342;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;7
1343;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;7
1344;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;7
1345;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;7
1346;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;7
1347;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;7
1348;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;4
1349;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;5
1350;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;6
1351;F89-13-46-b2_H4_2013_N_E1;NA;interpop;N;Corse_H4;2
1352;L1086_Na121_H4_N_E3;NA;interpop;N;Narbonne_H4;8
1353;L1086_Na121_H4_N_E3;NA;interpop;N;Narbonne_H4;8
1354;L1086_Na121_H4_N_E3;NA;interpop;N;Narbonne_H4;8
1355;L1086_Na121_H4_N_E3;NA;interpop;N;Narbonne_H4;8
1356;L1086_Na121_H4_N_E3;NA;interpop;N;Narbonne_H4;8
1357;L1086_Na121_H4_N_E3;NA;interpop;N;Narbonne_H4;8
1358;L1086_Na121_H4_N_E3;NA;interpop;N;Narbonne_H4;7
1359;L1086_Na121_H4_N_E3;NA;interpop;N;Narbonne_H4;7
1360;L1086_Na121_H4_N_E3;NA;interpop;N;Narbonne_H4;7
1361;L1086_Na121_H4_N_E3;NA;interpop;N;Narbonne_H4;7
1362;L1086_Na121_H4_N_E3;NA;interpop;N;Narbonne_H4;5
1363;L1086_Na121_H4_N_E3;NA;interpop;N;Narbonne_H4;3
1364;L1086_Na121_H4_N_E3;NA;interpop;N;Narbonne_H4;5
1365;L1086_Na121_H4_N_E3;NA;interpop;N;Narbonne_H4;6
1366;L1130_Na1028_H1_I_CC5bis;NA;interpop;I;Narbonne_H1;8
